dateTime,timestamp,status,latitudeCoordinate,longitudeCoordinate,latitude,latitudeDirection,longitude,longitudeDirection,speedOverGround,trueCourse,dateStamp,magVariation,magVariationDirection
2022-03-25 19:09:29.086722,19:09:29,A,32.5132525,-96.94127766666666,3230.79515,N,09656.47666,W,0.07,,2022-03-25,,
2022-03-25 19:09:32.082748,19:09:32,A,32.513249,-96.94128,3230.79494,N,09656.47680,W,0.209,,2022-03-25,,
2022-03-25 19:09:35.086677,19:09:35,A,32.513246,-96.94128216666668,3230.79476,N,09656.47693,W,0.064,,2022-03-25,,
2022-03-25 19:09:38.086901,19:09:38,A,32.51324116666667,-96.94128549999999,3230.79447,N,09656.47713,W,0.049,,2022-03-25,,
2022-03-25 19:09:41.084455,19:09:41,A,32.513238,-96.94128883333333,3230.79428,N,09656.47733,W,0.034,,2022-03-25,,
2022-03-25 19:09:44.088565,19:09:44,A,32.51323266666667,-96.94129283333332,3230.79396,N,09656.47757,W,0.107,,2022-03-25,,
2022-03-25 19:09:47.090727,19:09:47,A,32.51322966666667,-96.94129566666668,3230.79378,N,09656.47774,W,0.009,,2022-03-25,,
2022-03-25 19:09:50.082927,19:09:50,A,32.5132275,-96.94129849999999,3230.79365,N,09656.47791,W,0.041,,2022-03-25,,
2022-03-25 19:09:53.086203,19:09:53,A,32.513226833333334,-96.941298,3230.79361,N,09656.47788,W,0.04,,2022-03-25,,
2022-03-25 19:09:56.087573,19:09:56,A,32.51322666666667,-96.94129666666667,3230.79360,N,09656.47780,W,0.12,,2022-03-25,,
2022-03-25 19:09:59.084076,19:09:59,A,32.5132255,-96.94129583333333,3230.79353,N,09656.47775,W,0.057,,2022-03-25,,
2022-03-25 19:10:02.086509,19:10:02,A,32.51322566666667,-96.94129483333333,3230.79354,N,09656.47769,W,0.11,,2022-03-25,,
2022-03-25 19:10:05.085102,19:10:05,A,32.513226,-96.94129399999998,3230.79356,N,09656.47764,W,0.025,,2022-03-25,,
2022-03-25 19:10:08.084763,19:10:08,A,32.5132275,-96.94129283333332,3230.79365,N,09656.47757,W,0.179,,2022-03-25,,
2022-03-25 19:10:11.084459,19:10:11,A,32.513228000000005,-96.94129333333333,3230.79368,N,09656.47760,W,0.026,,2022-03-25,,
2022-03-25 19:10:14.090904,19:10:14,A,32.51322783333333,-96.94129333333333,3230.79367,N,09656.47760,W,0.045,,2022-03-25,,
2022-03-25 19:10:17.084866,19:10:17,A,32.513229333333335,-96.94129233333334,3230.79376,N,09656.47754,W,0.081,,2022-03-25,,
2022-03-25 19:10:20.083869,19:10:20,A,32.51323283333333,-96.94129133333333,3230.79397,N,09656.47748,W,0.148,,2022-03-25,,
2022-03-25 19:10:23.082956,19:10:23,A,32.51323683333333,-96.94128966666668,3230.79421,N,09656.47738,W,0.145,,2022-03-25,,
